Name,Country,Gender,Flights,Total.Flights,Total.Flight.Time,Birth.Year,Military,Selection.Group,Selection.Year,Lifetime.Statistics.Mission.count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Vechicles.Orbit,Vechicles.Decent,Durations.Mission.duration,Lifetime.Statistics.Mission.duration,Mission.Durations.EVA.duration,Lifetime.Statistics.EVA.duration,Status,Birth_Place,Undergraduate_Major,Graduate_Major,Military.Rank,Military.Branch,Space.Flights,Space.Flight..hr.,Space.Walks,Space.Walks..hr.,Missions,Death_Date,Death_Mission,undg_area,Gender_prop,total_duration,nat_total_flight,first_edu,second_edu,birth_city,grad_area,Birth_Month,Birth_Day,Selection_Age,Mission_Age
Richard O. Covey,United States,Male,"STS-51-I (1985), STS-26 (1988), STS-38 (1990), STS-61 (1993)",4,026:21:10,1946,TRUE,NASA- 8,1978,4,pilot,1988,STS-26,STS-26,STS-26,STS-26,97,645,0,0,Retired,"Fayetteville, AR",Engineering Science,Aeronautics & Astronautics,Colonel,US Air Force (Retired),4,645,0,0,"STS 51-l (Discovery), STS-26 (Discovery), STS-38 (Atlantis), STS-61 (Endeavor)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, Purdue University,Fayetteville,Aerospace / Astronautics / Aviation,8,1,32,42
Richard O. Covey,United States,Male,"STS-51-I (1985), STS-26 (1988), STS-38 (1990), STS-61 (1993)",4,026:21:10,1946,TRUE,NASA- 8,1978,4,commander,1990,STS-38,STS-38,STS-38,STS-38,118,645,0,0,Retired,"Fayetteville, AR",Engineering Science,Aeronautics & Astronautics,Colonel,US Air Force (Retired),4,645,0,0,"STS 51-l (Discovery), STS-26 (Discovery), STS-38 (Atlantis), STS-61 (Endeavor)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, Purdue University,Fayetteville,Aerospace / Astronautics / Aviation,8,1,32,44
Richard O. Covey,United States,Male,"STS-51-I (1985), STS-26 (1988), STS-38 (1990), STS-61 (1993)",4,026:21:10,1946,TRUE,NASA- 8,1978,4,commander,1993,STS-61,STS-61,STS-61,STS-61,260,645,0,0,Retired,"Fayetteville, AR",Engineering Science,Aeronautics & Astronautics,Colonel,US Air Force (Retired),4,645,0,0,"STS 51-l (Discovery), STS-26 (Discovery), STS-38 (Atlantis), STS-61 (Endeavor)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, Purdue University,Fayetteville,Aerospace / Astronautics / Aviation,8,1,32,47
Oleg Skripochka,Russia,Male,"Soyuz TMA-01M (2010), Soyuz TMA-20M (2016), Soyuz MS-15 (2019)",3,536:03:48,1969,TRUE,RKKE-14,1997,3,flight engineer,2010,25,Soyuz TMA01M,ISS,Soyuz TMA01M,3824,10653.3,16.65,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,28,41
Oleg Skripochka,Russia,Male,"Soyuz TMA-01M (2010), Soyuz TMA-20M (2016), Soyuz MS-15 (2019)",3,536:03:48,1969,TRUE,RKKE-14,1997,3,flight engineer,2016,47,Soyuz TMA20M,ISS,Soyuz TMA20M,4131.77,10653.3,0,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,28,47
Oleg Skripochka,Russia,Male,"Soyuz TMA-01M (2010), Soyuz TMA-20M (2016), Soyuz MS-15 (2019)",3,536:03:48,1969,TRUE,RKKE-14,1997,3,commander,2019,61,Soyuz MS-15,ISS,not completed yet,2697.53,10653.3,0,16.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,28,50
John M. Lounge,NA,Other,NA,NA,NA,1946,TRUE,NASA- 9,1980,3,MSP,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170,482,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,39
John M. Lounge,NA,Other,NA,NA,NA,1946,TRUE,NASA- 9,1980,3,MSP,1988,STS-26,STS-26,STS-26,STS-26,97,482,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,42
John M. Lounge,NA,Other,NA,NA,NA,1946,TRUE,NASA- 9,1980,3,MSP,1990,STS-35,STS-35,STS-35,STS-35,215,482,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,44
Dmitri Kondratyev,Russia,Male,Soyuz TMA-20 (2010),1,159:07:18,1969,TRUE,TsPK-12,1997,1,commander,2010,26,Soyuz TMA20,ISS,Soyuz TMA20,3823,3823.28,10.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,28,41
William F. Fisher,NA,Other,NA,NA,NA,1946,TRUE,NASA- 9,1980,1,MSP,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170,170,11.76,11.76,Retired,"Dallas, TX",,Engineering; Medicine,,,1,170,2,12,STS 51-I (Discovery),,,Unknown / Missing,0.052322163,3780028.675,2186,Stanford University, University of Houston,Dallas,Medicine / Health Sciences,4,1,34,39
Aleksandr Samokutyayev,Russia,Male,"Soyuz TMA-21 (2011), Soyuz TMA-14M (2014)",2,331:11:23,1970,TRUE,TsPK-13,2003,2,commander,2011,27,Soyuz TMA21,ISS,Soyuz TMA21,3941,7955.38,6.37,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,33,41
Aleksandr Samokutyayev,Russia,Male,"Soyuz TMA-21 (2011), Soyuz TMA-14M (2014)",2,331:11:23,1970,TRUE,TsPK-13,2003,2,commander,2014,41,Soyuz TMA14M,ISS,Soyuz TMA14M,4013,7955.38,3.63,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,33,44
Ronald J. Grabe,NA,Other,NA,NA,NA,1945,TRUE,NASA Astronaut Group 9,1980,4,pilot,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97.73,626.73,0,0,Retired,"New York, NY",Engineering Science,,Colonel,US Air Force (Retired),4,627,0,0,"STS 51-J (Atlantis), STS-30 (Atlantis), STS-42 (Discovery), STS-57 (Endeavor)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy,NA,New York,Unknown / NA,6,13,35,40
Ronald J. Grabe,NA,Other,NA,NA,NA,1945,TRUE,NASA Astronaut Group 10,1980,4,pilot,1989,STS-30,STS-30,STS-30,STS-30,97,626.73,0,0,Retired,"New York, NY",Engineering Science,,Colonel,US Air Force (Retired),4,627,0,0,"STS 51-J (Atlantis), STS-30 (Atlantis), STS-42 (Discovery), STS-57 (Endeavor)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy,NA,New York,Unknown / NA,6,13,35,44
Ronald J. Grabe,NA,Other,NA,NA,NA,1945,TRUE,NASA Astronaut Group 11,1980,4,commander,1992,STS-42,STS-42,STS-42,STS-42,193,626.73,0,0,Retired,"New York, NY",Engineering Science,,Colonel,US Air Force (Retired),4,627,0,0,"STS 51-J (Atlantis), STS-30 (Atlantis), STS-42 (Discovery), STS-57 (Endeavor)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy,NA,New York,Unknown / NA,6,13,35,47
Ronald J. Grabe,NA,Other,NA,NA,NA,1945,TRUE,NASA Astronaut Group 12,1980,4,commander,1993,STS-57,STS-57,STS-57,STS-57,239,626.73,0,0,Retired,"New York, NY",Engineering Science,,Colonel,US Air Force (Retired),4,627,0,0,"STS 51-J (Atlantis), STS-30 (Atlantis), STS-42 (Discovery), STS-57 (Endeavor)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy,NA,New York,Unknown / NA,6,13,35,48
Andrei Borisenko,Russia,Male,"Soyuz TMA-21 (2011), Soyuz MS-02 (2016)",2,337:08:56,1964,TRUE,RKKE-15,2003,2,flight engineer,2011,27,Soyuz TMA21,ISS,Soyuz TMA21,3941,14324.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,39,47
Andrei Borisenko,Russia,Male,"Soyuz TMA-21 (2011), Soyuz MS-02 (2016)",2,337:08:56,1964,TRUE,RKKE-15,2003,2,flight engineer,2016,49,Soyuz MS-02,ISS,Soyuz MS-02,10383.25,14324.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,39,52
David C. Hilmers,NA,Other,NA,NA,NA,1950,TRUE,NASA- 9,1980,4,MSP,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97,493,0,0,Retired,"Clinton, IA",Mathematics,Electrical Engineering,Colonel,US Marine Corps (Retired),4,494,0,0,"ST 51-J (Atlantis), STS-26 (Discovery), STS-36 (Atlantis), STS-42 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,Cornell University, US Naval Postgraduate School,Clinton,Electrical / Electronics Engineering,1,28,30,35
David C. Hilmers,NA,Other,NA,NA,NA,1950,TRUE,NASA- 10,1980,4,MSP,1988,STS-26,STS-26,STS-26,STS-26,97,493,0,0,Retired,"Clinton, IA",Mathematics,Electrical Engineering,Colonel,US Marine Corps (Retired),4,494,0,0,"ST 51-J (Atlantis), STS-26 (Discovery), STS-36 (Atlantis), STS-42 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,Cornell University, US Naval Postgraduate School,Clinton,Electrical / Electronics Engineering,1,28,30,38
David C. Hilmers,NA,Other,NA,NA,NA,1950,TRUE,NASA- 11,1980,4,MSP,1990,STS-36,STS-36,STS-36,STS-36,106,493,0,0,Retired,"Clinton, IA",Mathematics,Electrical Engineering,Colonel,US Marine Corps (Retired),4,494,0,0,"ST 51-J (Atlantis), STS-26 (Discovery), STS-36 (Atlantis), STS-42 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,Cornell University, US Naval Postgraduate School,Clinton,Electrical / Electronics Engineering,1,28,30,40
David C. Hilmers,NA,Other,NA,NA,NA,1950,TRUE,NASA- 12,1980,4,MSP,1992,STS-42,STS-42,STS-42,STS-42,193,493,0,0,Retired,"Clinton, IA",Mathematics,Electrical Engineering,Colonel,US Marine Corps (Retired),4,494,0,0,"ST 51-J (Atlantis), STS-26 (Discovery), STS-36 (Atlantis), STS-42 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,Cornell University, US Naval Postgraduate School,Clinton,Electrical / Electronics Engineering,1,28,30,42
Anton Shkaplerov,Russia,Male,"Soyuz TMA-22 (2011), Soyuz TMA-15M (2014), Soyuz MS-07 (2017)",3,533:05:31,1972,TRUE,TsPK-13,2003,3,commander,2011,29,Soyuz TMA22,ISS,Soyuz TMA22,3967,12796,6.25,14.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,31,39
Anton Shkaplerov,Russia,Male,"Soyuz TMA-22 (2011), Soyuz TMA-15M (2014), Soyuz MS-07 (2017)",3,533:05:31,1972,TRUE,TsPK-13,2003,3,commander,2014,42,Soyuz TMA15M,ISS,Soyuz TMA15M,4792,12796,0,14.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,31,42
Anton Shkaplerov,Russia,Male,"Soyuz TMA-22 (2011), Soyuz TMA-15M (2014), Soyuz MS-07 (2017)",3,533:05:31,1972,TRUE,TsPK-13,2003,3,commander,2017,54,Soyuz MS-07,ISS,Soyuz MS-07,4037,12796,8.22,14.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,31,45
William Arthur Pailes,NA,Other,NA,NA,NA,1936,TRUE,USAF group,1982,1,PSP,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,98.11,98.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,46,49
Anatoli Ivanishin,Russia,Male,"Soyuz TMA-22 (2011), Soyuz MS-01 (2016), Soyuz MS-16 (2020)",3,476:04:42,1969,TRUE,TsPK-13,2003,2,commander,2011,29,Soyuz TMA22,ISS,Soyuz TMA22,3967,6729,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,42
Anatoli Ivanishin,Russia,Male,"Soyuz TMA-22 (2011), Soyuz MS-01 (2016), Soyuz MS-16 (2020)",3,476:04:42,1969,TRUE,TsPK-13,2003,2,flight engineer,2016,48,Soyuz MS-01,ISS,Soyuz MS-01,2762,6729,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,47
Bonnie J. Dunbar,United States,Female,"STS-61-A (1985), STS-32 (1990), STS-50 (1992), STS-71 (1995), STS-89 (1998)",5,050:08:26,1949,TRUE,NASA- 9,1980,5,MSP,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168,1208,0,0,Retired,"Sunnyside, WA",Ceramic Engineering,Ceramic Engineering; Biomedical Engineering,,,5,1207,0,0,"STS 61-A (Challenger), STS-32 (Columbia), STS-50 (Columbia), STS-71 (Atlantis), STS-89 (Endeavor)",,,Materials / Metallurgy / Ceramic Engineering,0.052322163,3780028.675,2186,University of Washington, University of Houston,Sunnyside,Materials Engineering,3,3,31,36
Bonnie J. Dunbar,United States,Female,"STS-61-A (1985), STS-32 (1990), STS-50 (1992), STS-71 (1995), STS-89 (1998)",5,050:08:26,1949,TRUE,NASA- 9,1980,5,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,1208,0,0,Retired,"Sunnyside, WA",Ceramic Engineering,Ceramic Engineering; Biomedical Engineering,,,5,1207,0,0,"STS 61-A (Challenger), STS-32 (Columbia), STS-50 (Columbia), STS-71 (Atlantis), STS-89 (Endeavor)",,,Materials / Metallurgy / Ceramic Engineering,0.052322163,3780028.675,2186,University of Washington, University of Houston,Sunnyside,Materials Engineering,3,3,31,41
Bonnie J. Dunbar,United States,Female,"STS-61-A (1985), STS-32 (1990), STS-50 (1992), STS-71 (1995), STS-89 (1998)",5,050:08:26,1949,TRUE,NASA- 9,1980,5,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,1208,0,0,Retired,"Sunnyside, WA",Ceramic Engineering,Ceramic Engineering; Biomedical Engineering,,,5,1207,0,0,"STS 61-A (Challenger), STS-32 (Columbia), STS-50 (Columbia), STS-71 (Atlantis), STS-89 (Endeavor)",,,Materials / Metallurgy / Ceramic Engineering,0.052322163,3780028.675,2186,University of Washington, University of Houston,Sunnyside,Materials Engineering,3,3,31,43
Bonnie J. Dunbar,United States,Female,"STS-61-A (1985), STS-32 (1990), STS-50 (1992), STS-71 (1995), STS-89 (1998)",5,050:08:26,1949,TRUE,NASA- 9,1980,5,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,1208,0,0,Retired,"Sunnyside, WA",Ceramic Engineering,Ceramic Engineering; Biomedical Engineering,,,5,1207,0,0,"STS 61-A (Challenger), STS-32 (Columbia), STS-50 (Columbia), STS-71 (Atlantis), STS-89 (Endeavor)",,,Materials / Metallurgy / Ceramic Engineering,0.052322163,3780028.675,2186,University of Washington, University of Houston,Sunnyside,Materials Engineering,3,3,31,46
Bonnie J. Dunbar,United States,Female,"STS-61-A (1985), STS-32 (1990), STS-50 (1992), STS-71 (1995), STS-89 (1998)",5,050:08:26,1949,TRUE,NASA- 9,1980,5,MSP,1998,STS-89,STS-89,STS-89,STS-89,211,1208,0,0,Retired,"Sunnyside, WA",Ceramic Engineering,Ceramic Engineering; Biomedical Engineering,,,5,1207,0,0,"STS 61-A (Challenger), STS-32 (Columbia), STS-50 (Columbia), STS-71 (Atlantis), STS-89 (Endeavor)",,,Materials / Metallurgy / Ceramic Engineering,0.052322163,3780028.675,2186,University of Washington, University of Houston,Sunnyside,Materials Engineering,3,3,31,49
Sergei Revin,Russia,Male,Soyuz TMA-04M (2012),1,124:23:51,1966,TRUE,RKKE-12,1996,1,flight engineer,2012,31,Soyuz TMA04M,ISS,Soyuz TMA04M,2999,2999.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,30,46
Bryan D. O'Connor,NA,Other,NA,NA,NA,1946,TRUE,NASA-9,1980,2,pilot,1985,STS-61B Atlantis,STS-61B Atlantis,STS-61B Atlantis,STS-61B Atlantis,165,386,0,0,Retired,"Orange, CA",Engineering,Aeronautical Systems,Colonel,US Marine Corps (Retired),2,383,0,0,"STS 61-B (Atlantis), STS-40 (Columbia)",,,Other / Unclassified,0.052322163,3780028.675,2186,US Naval Academy, West Florida University,Orange,Other,9,6,34,39
Bryan D. O'Connor,NA,Other,NA,NA,NA,1946,TRUE,NASA-9,1980,2,commander,1991,STS-40 Columbia,STS-40 Columbia,STS-40 Columbia,STS-40 Columbia,218,386,0,0,Retired,"Orange, CA",Engineering,Aeronautical Systems,Colonel,US Marine Corps (Retired),2,383,0,0,"STS 61-B (Atlantis), STS-40 (Columbia)",,,Other / Unclassified,0.052322163,3780028.675,2186,US Naval Academy, West Florida University,Orange,Other,9,6,34,45
Jerry L. Ross,United States,Male,"STS-61-B (1985), STS-27 (1988), STS-37 (1991), STS-55 (1993), STS-74 (1995), STS-88 (1998), STS-110 (2002)",7,058:00:53,1948,TRUE,NASA-9,1980,7,MSP,1985,STS-61,STS-61,STS-61,STS-61,165,1393,12.2,58.53,Retired,"Crown Point, IN",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),7,1393,9,58,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Crown Point,Mechanical Engineering,1,20,32,37
Jerry L. Ross,United States,Male,"STS-61-B (1985), STS-27 (1988), STS-37 (1991), STS-55 (1993), STS-74 (1995), STS-88 (1998), STS-110 (2002)",7,058:00:53,1948,TRUE,NASA-9,1980,7,MSP,1988,STS-27,STS-27,STS-27,STS-27,105,1393,0,58.53,Retired,"Crown Point, IN",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),7,1393,9,58,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Crown Point,Mechanical Engineering,1,20,32,40
Jerry L. Ross,United States,Male,"STS-61-B (1985), STS-27 (1988), STS-37 (1991), STS-55 (1993), STS-74 (1995), STS-88 (1998), STS-110 (2002)",7,058:00:53,1948,TRUE,NASA-9,1980,7,MSP,1991,STS-37,STS-37,STS-37,STS-37,143,1393,10.58,58.53,Retired,"Crown Point, IN",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),7,1393,9,58,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Crown Point,Mechanical Engineering,1,20,32,43
Jerry L. Ross,United States,Male,"STS-61-B (1985), STS-27 (1988), STS-37 (1991), STS-55 (1993), STS-74 (1995), STS-88 (1998), STS-110 (2002)",7,058:00:53,1948,TRUE,NASA-9,1980,7,MSP,1993,STS-55,STS-55,STS-55,STS-55,239,1393,0,58.53,Retired,"Crown Point, IN",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),7,1393,9,58,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Crown Point,Mechanical Engineering,1,20,32,45
Jerry L. Ross,United States,Male,"STS-61-B (1985), STS-27 (1988), STS-37 (1991), STS-55 (1993), STS-74 (1995), STS-88 (1998), STS-110 (2002)",7,058:00:53,1948,TRUE,NASA-9,1980,7,MSP,1995,STS-74,STS-74,STS-74,STS-74,129,1393,7.25,58.53,Retired,"Crown Point, IN",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),7,1393,9,58,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Crown Point,Mechanical Engineering,1,20,32,47
Jerry L. Ross,United States,Male,"STS-61-B (1985), STS-27 (1988), STS-37 (1991), STS-55 (1993), STS-74 (1995), STS-88 (1998), STS-110 (2002)",7,058:00:53,1948,TRUE,NASA-9,1980,7,MSP,1998,STS-88,STS-88,STS-88,STS-88,283,1393,14.38,58.53,Retired,"Crown Point, IN",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),7,1393,9,58,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Crown Point,Mechanical Engineering,1,20,32,50
Jerry L. Ross,United States,Male,"STS-61-B (1985), STS-27 (1988), STS-37 (1991), STS-55 (1993), STS-74 (1995), STS-88 (1998), STS-110 (2002)",7,058:00:53,1948,TRUE,NASA-9,1980,7,MSP,2002,STS-110,STS-110,STS-110,STS-110,259,1393,14.12,58.53,Retired,"Crown Point, IN",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force (Retired),7,1393,9,58,"ST 61-B (Atlantis), ST-27 (Atlantis), ST-37 (Atlantis), STS-55 (Columbia), STS-74 (Atlantis), STS-88 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Crown Point,Mechanical Engineering,1,20,32,54
Oleg Novitski,NA,Other,NA,NA,NA,1971,TRUE,TsPK-14,2006,2,commander,2012,33,Soyuz TMA06M,ISS,Soyuz TMA06M,3448,8169.83,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,35,41
Oleg Novitski,NA,Other,NA,NA,NA,1971,TRUE,TsPK-14,2006,2,commander,2016,50,Soyuz MS-03,ISS,Soyuz MS-03,4721.83,8169.83,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,35,45
Mary L. Cleave,United States,Female,"STS-61-B (1985), STS-30 (1989)",2,010:22:01,1947,TRUE,NASA- 9,1980,2,MSP,1985,STS-30,STS-30,STS-30,STS-30,97,262,0,0,Retired,"Southampton, NY",Biological Science,Microbial Ecology; Environmental Engineering,,,2,262,0,0,"STS 61-B (Atlantis), STS-30 (Atlantis)",,,Biology / Life Sciences,0.052322163,3780028.675,2186,Colorado State University, Utah State University,Southampton,General Engineering,2,5,33,38
Mary L. Cleave,United States,Female,"STS-61-B (1985), STS-30 (1989)",2,010:22:01,1947,TRUE,NASA- 9,1980,2,MSP,1989,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165,262,0,0,Retired,"Southampton, NY",Biological Science,Microbial Ecology; Environmental Engineering,,,2,262,0,0,"STS 61-B (Atlantis), STS-30 (Atlantis)",,,Biology / Life Sciences,0.052322163,3780028.675,2186,Colorado State University, Utah State University,Southampton,General Engineering,2,5,33,42
Yevgeni Tarelkin,NA,Other,NA,NA,NA,1974,TRUE,TsPK-13,2003,1,flight engineer,2012,33,Soyuz TMA06M,ISS,Soyuz TMA06M,3448,3448.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,38
Aleksandr Misurkin,Russia,Male,"Soyuz TMA-08M (2013), Soyuz MS-06 (2017)",2,333:11:28,1977,TRUE,TsPK-14,2006,2,flight engineer,2013,35,Soyuz TMA-08M,ISS,Soyuz TMA-08M,3990.25,8027.5,20.03,28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,36
Aleksandr Misurkin,Russia,Male,"Soyuz TMA-08M (2013), Soyuz MS-06 (2017)",2,333:11:28,1977,TRUE,TsPK-14,2006,2,commander,2017,53,Soyuz MS-06,ISS,Soyuz TMA-08M,4037.25,8027.5,8.22,28.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,40
Sherwood C. Spring,NA,Other,NA,NA,NA,1944,TRUE,1980 NASA group,1980,1,MSP,1985,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165,165,12.17,12.17,Retired,"Hartford, CT",Engineering,Aerospace Engineering,Colonel,US Army (Retired),1,165,2,12,STS 61-B (Atlantis),,,Other / Unclassified,0.052322163,3780028.675,2186,US Military Academy, University of Arizona,Hartford,Aerospace / Astronautics / Aviation,9,23,36,41
Sergei Ryazanski,Russia,Male,"Soyuz TMA-10M (2013), Soyuz MS-05 (2017)",2,304:23:22,1974,TRUE,IMBP-6,2003,2,flight engineer,2013,37,Soyuz TMA10M,ISS,Soyuz TMA10M,3990,7318.93,19.92,26.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,39
Sergei Ryazanski,Russia,Male,"Soyuz TMA-10M (2013), Soyuz MS-05 (2017)",2,304:23:22,1974,TRUE,IMBP-6,2003,2,commander,2017,52,Soyuz MS-05,ISS,Soyuz MS-05,3328.93,7318.93,7,26.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,29,43
